,Name,Calories,Type
1092,Suco Antioxidante 1 (Desfrutti),115,1 copo (360ml)
1093,Sanduíche Filet de Frango (Desfrutti),540,1 sanduíche (350g)
1094,Mini Salada (Desfrutti),45,1 unidade
1095,Crepe de Chilli (Desfrutti),768,1 crepe
1096,Wrap Waimea (Desfrutti),396,1 unidade
1097,Crepe de Peru (Desfrutti),748,1 crepe
1098,Wrap Mentawai (Desfrutti),250,1 wrap
1099,Suco Pele (Desfrutti),142,1 copo (360ml)
1100,Wrap Waikiki (Desfrutti),416,1 unidade (12g)
1101,Crepe de Peru Light (Desfrutti),572,1 crepe
1102,Mix com Quinua (Desfrutti),117,1 porção
1103,Suco Antiestress (Desfrutti),268,1 porção (360ml)
1104,Suco Relaxante (Desfrutti),222,1 porção (360ml)
1105,Empada de Frango com Catupiry (Empada Brasil),275,1 unidade (95g)
1106,Empada de Frango (Empada Brasil),266,1 unidade (95g)
1107,Empada de Camarão (Empada Brasil),215,1 unidade (95g)
1108,Empada de Chocolate (Empada Brasil),169,1 unidade (95g)
1109,Empada de Palmito (Empada Brasil),208,1 unidade (95g)
1110,Empada de Calabresa (Empada Brasil),271,1 unidade (95g)
1111,Empada de Camarão com Catupiry (Empada Brasil),235,1 unidade (95g)
1112,Pastel de Peito de Peru com Queijo Minas e Catupiry (Empada Brasil),240,1 unidade
1113,Empada Quatro Queijos (Empada Brasil),330,1 unidade (95g)
1114,Empada de Palmito com Catupiry (Empada Brasil),229,1 unidade (95g)
1115,Empada de Calabresa com Catupiry (Empada Brasil),278,1 unidade (95g)
1116,Empada Integral de Berinjela (Empada Brasil),168,1 uniade (95g)
1117,Empada de Bobó de Camarão (Empada Brasil),312,1 unidade (95g)
1118,Sashimi de Salmão (Fast Temaki),90,5 unidades
1119,Niguiri Salmão (Fast Temaki),97,2 unidades
1120,Niguiri Skin (Fast Temaki),74,2 unidades
1121,Galeto Desossado (Galeto's),412,1 galeto
1122,Hambúrguer Grelhado (H3),352,1 porção (100g)
1123,Hambúrguer Cheese (H3),464,1 porção (200g)
1124,Hambúrguer Prato Carbonara (H3),693,1 porção (300g)
1125,Hambúrguer Extra (H3),397,1 porção (200g)
1126,Batata Frita (Meia) (H3),270,1 porção
1127,Alfajor de Doce de Leite (Havanna),160,1 unidade (47g)
1128,Alfajor de Chocolate (Havanna),206,1 unidade (55g)
1129,Doce de Leite (Havanna),63,1 colher de sopa (20g)
1130,Alfajor 70% Cacau Puro (Havanna),248,1 porção (65g)
1131,Mini Alfajor de Chocolate (Havanna),90,1 unidade (25g)
1132,Corazon (Havanna),30,1 unidade (7g)
1133,Chocolate Meio Amargo com Recheio de Dulce de Leche (Havanna),89,1 porção (25g)
1134,Chocolate Branco com Recheio de Doce de Leite (Havanna),91,1 porção (25g)
1135,Mini Alfajor de Chocolate Branco (Havanna),99,1 unidade (25g)
1136,Panetone Doce de Leite (Havanna),281,1 fatia (80g)
1137,Havannets (Havanna),140,1 porção  (38g)
1138,Galletitas (Havanna),166,1 unidade (35g)
1139,Havannet Negro (Havanna),140,1 unidade (38g)
1140,Barrita (Havanna),125,1 barrinha  (30g)
1141,Alfajor Chocolate Branco (Havanna),207,1 unidade  (55g)
1142,Mini Galletita Limón (Havanna),62,1 unidade (14g)
1143,Coronitas (Havanna),432,100g
1144,Molho Iogurte com Ervas (Go Fresh),66,1 porção (20g)
1145,Mussarela de Búfala (Go Fresh),47,1 porção (20g)
1146,Quinua (Go Fresh),74,1 porção (20g)
1147,Arroz Ráris 7 Grãos (Go Fresh),284,1 porção (120g)
1148,Hambúrguer Rústico (Go Fresh),485,100g
1149,Tinga (Go Fresh),200,1 porção
1150,Poti (Go Fresh),160,1 porção
1151,American Fries (Johnny Rockets),480,1 porção (198g)
1152,The Original (Johnny Rockets),870,1 porção (349g)
1153,Smoke House Single (Johnny Rockets),1100,1 porção (312g)
1154,Bacon Cheddar Single (Johnny Rockets),1120,1 porção (398g)
1155,Bacon Cheese Fries (Johnny Rockets),830,1 porção  (357g)
1156,Smoke House Double (Johnny Rockets),1660,1 sanduíche (447g)
1157,Bacon Cheddar Double (Johnny Rockets),1770,1 sanduiche (555g)
1158,Philly Cheese Steak (Johnny Rockets),830,1 sanduíche (345g)
1159,Route 66 (Johnny Rockets),1000,1 porção (387g)
1160,Johnny Ribs (Johnny Rockets),2050,1 porção (790g)
1161,Side Salad (Johnny Rockets),70,1 porção (120g)
1162,Cheese Frango Salada (Marvin),628,1 sanduíche
1163,Batata Frita (Marvin),411,1 porção (150g)
1164,Cheese Burger C/ Alho (Marvin),558,1 sanduíche
1165,Super Marvin (Marvin),761,1 hambúrguer (200g)
1166,Mini Coxinhas de Frango (Jeronimo),377,10 unidades  (145g)
1167,Batata Frita “P” (Jeronimo),145,1 porção (60g)
1168,Cheese Burger (Jeronimo),584,1 porção (200g)
1169,"Cheeseburguer ""P"" (Jeronimo)",418,1 unidade (175g)
1170,"Cheeseburger ""M"" (Jeronimo)",544,1 unidade (255g)
1171,Batata Frita M (Jeronimo),289,1 porção (120g)
1172,Cheese Bacon (Jeronimo),621,1 porção (215g)
1173,"Cheesebacon ""M"" (Jeronimo)",908,1 porção (330g)
1174,Cheesebacon P (Jeronimo),591,1 porção (210g)
1175,Cheesechiken Crispy P (Jeronimo),463,1 porção (175g)
1176,"Cheeseburger ""G"" (Jeronimo)",678,1 porção (340g)
1177,Chicken Fingers P (Jeronimo),273,1 porção (140g)
1178,Maionese Extra (Jeronimo),224,1 porção (30g)
1179,Cheese Chicken Crispy M (Jeronimo),637,1 porção (255g)
1180,Cheeseburger GG (Jeronimo),801,1 unidade (420g)
1181,Cheese Burger Vegetariano ''M'' (Jeronimo),573,1 sanduíche (255g)
1182,Batatas Fritas (Jeronimo),336,1 porção (116g)
1183,"Batata Frita ""GG"" (Jeronimo)",578,1 porção (240g)
1184,Salada do Cheff G (Jeronimo),310,1 porção (205g)
1185,Cheesebacon G (Jeronimo),1224,1 porção (450g)
1186,Vinagrete (Giraffas),39,1 copinho (50g)
1187,Creme de Milho (Giraffas),155,1 porção (120g)
1188,Arroz Branco (Giraffas),241,1 porção (150g)
1189,Purê de Batatas (Giraffas),117,1 porção (140g)
1190,Parmegiana Frango (Giraffas),325,1 prato (120g)
1191,Feijão Preto (Giraffas),85,1 porção (100g)
1192,Biffão de Maminha (Giraffas),265,1 porção (153g)
1193,Estrogonofe Frango (Giraffas),101,1 prato (133g)
1194,Farofa (Giraffas),206,1 1/2 unidade (60g)
1195,Fritas Média (Giraffas),256,1 caixa (200g)
1196,Cheese Egg Steak (Giraffas),504,1 sanduíche (285g)
1197,Triplo X-Burger Bacon Com Ovo (Giraffas),780,1 unidade
1198,Cheddar Burguer (Giraffas),266,100g
1199,Petit Gateau Doce de Leite (Giraffas),337,1 porção 
1200,X-Salada (Giraffas),269,1 sanduíche
1201,Frango Compactado 2 (Giraffas),339,2 unidades (338g)
1202,Salada com Frango Grelhado (Giraffas),257,100g
1203,Brutus (Giraffas),632,1 unidade (289g)
1204,Filé de Tilápia (Giraffas),115,1 filé
1205,Cheese Salada Steak (Giraffas),426,1 sanduíche (235g)
1206,Empanada de Frango Caipira (La Guapa),102,1 unidade (80g)
1207,Empanada de Espinafre Cremoso (La Guapa),235,1 porção (80g)
1208,Empanada Pucacapa (La Guapa),162,1 unidade (80g)
1209,Alfajor (La Guapa),217,1/2 unidade (40g)
1210,Empanada Salteña (La Guapa),146,1 unidade (80g)
1211,Empanada Julieta (La Guapa),212,1 unidade (80g)
1212,Paleta Mexicana Recheada de Brigadeiro (Los Paleteros),263,1 unidade (120g)
1213,Paleta Mexicana Trufa de Chocolate (Los Paleteros),309,1 unidade (120g)
1214,Picolé de Morango Recheado com Leite Condensado (Los Paleteros),167,1 unidade (120g)
1215,Paleta de Paçoca (Los Paleteros),337,1 unidade (120g)
1216,Paleta de Coco (Los Paleteros),213,1 unidade (120g)
1217,Picolé Chocolate Belga (Los Paleteros),223,1 unidade (120g)
1218,Picolé Doce de Leite Recheado (Los Paleteros),274,1 unidade (120g)
1219,Picolé de Brigadeiro Recheado (Los Paleteros),263,1 unidade (120g)
1220,Picolé Iogurte com Amora (Los Paleteros),184,1 unidade (120g)
1221,Batata Frita (Média) (McDonald's),288,1 porção (50g)
1222,Big Mac (McDonald's),503,1 porção
1223,Batata Frita Média (McDonald's),295,1 porção (50g)
1224,Cheddar McMelt (McDonald's),474,1 porção (484g)
1225,Batata Frita (Grande) (McDonald's),376,1 porção (146g)
1226,Casquinha Mista (McDonald's),177,1 unidade (113g)
1227,McFritas (Média) (McDonald's),288,1 porção (102g)
1228,McChicken (McDonald's),395,1 porção
1229,Quarterão com Queijo (McDonald's),528,1 porção (200g)
1230,Casquinha Baunilha (McDonald's),177,1 porção (113g)
1231,McFlurry Ovomaltine (McDonald's),462,1 porção (214g)
1232,Big Tasty (McDonald's),944,1 porção (337g)
1233,Cheeseburger (McDonald's),288,1 porção (114g)
1234,Chicken McJunior (McDonald's),338,1 hambúrguer (134g)
1235,Nuggets de Frango (McDonald's),173,4 unidades
1236,Sundae Chocolate (McDonald's),290,1 porção (146g)
1237,Coca-Cola (500ml) (McDonald's),200,1 porção (500ml)
1238,Maçã em Pedaços (McDonald's),19,1 porção (35g)
1239,Hamburger (McDonald's),245,1 porção (99g)
1240,Chicken Mcnuggets (McDonald's),173,4 unidades
1241,Pretzel de Açúcar e Canela (Mr Pretzels),416,1 unidade (133g)
1242,Pretzel de Chocolate (Mr Pretzels),483,1 unidade (143g)
1243,Pretzel de Queijo Parmesão (Mr Pretzels),404,1 unidade (128g)
1244,Pretzel Salsa (Mr Pretzels),389,1 porção (128g)
1245,Dog (Mr Pretzels),328,1 porção (123g)
1246,Pretzel de Pizza (Mr Pretzels),283,1 unidade (93g)
1247,Pretzel de Cheddar (Mr Pretzels),421,1 unidade (148g)
1248,Pretzel de Banana com Açúcar (Mr Pretzels),416,1 unidade (133g)
1249,Pretzel Doce de Leite (Mr Pretzels),409,1 unidade (143g)
1250,Rolinho Romeu e Julieta (Lig Lig),345,2 unidades (100g)
1251,Yakisoba (Lig Lig),584,1 porção (200g)
1252,Bifum (Lig Lig),577,1 porção (300g)
1253,Rolinho Primavera (Lig Lig),181,100g
1254,Bifum Chop Suey (Lig Lig),819,1 box (300g)
1255,Batata Mandarim (Lig Lig),312,1 porção
1256,Sobrecoxa Crocante (KFC),331,100g
1257,Farofa (KFC),86,1 porção (20g)
1258,Tirinha (KFC),93,1 unidade  (30g)
1259,Peito de Frango Crocante (KFC),323,1 porção  (118g)
1260,Batata Frita Média (KFC),316,1 pacote (85g)
1261,Tirinha Crocante (KFC),179,1 unidade (76g)
1262,Double Crunch (KFC),605,1 sanduiche (236g)
1263,Batata Frita Pequena (KFC),210,1 porção (55g)
1264,Feijão (KFC),133,1 porção (115g)
1265,Sanduíche Filet Crocante (KFC),512,1 unidade (211g)
1266,Salada (KFC),146,1 porção (125g)
1267,Tirinha Receita Secreta (KFC),179,1 unidade (70g)
1268,Kentucky Chicken Sandwich (KFC),774,1 porção (280g)
1269,Double Crunch Bacon (KFC),641,1 sanduíche (264g)
1270,Cheddar Melt (KFC),529,1 sanduíche  (191g)
1271,Double Crunch BBQ (KFC),712,1 sanduíche (242g)
1272,Coxa Crocante (KFC),190,1 unidade (65g)
1273,Molho Barbecue (KFC),35,1 porção (40g)
1274,Molho Coronel (KFC),194,1 pote (40g)
1275,Arroz Pequeno (KFC),162,100g
1276,Esfiha de Carne (Habib's),171,1 unidade (75g)
1277,Esfiha de Queijo (Habib's),184,1 unidade (70g)
1278,Esfiha de Frango (Habib's),152,1 unidade (75g)
1279,Esfiha de Calabresa (Habib's),130,1 unidade (75g)
1280,Batata Frita (Habib's),86,1 porção (40g)
1281,Esfiha Folhada de Chocolate (Habib's),251,1 unidade (60g)
1282,Mini Churros (Habib's),56,1 unidade (20g)
1283,Esfirra (Habib's),130,1 unidade (70g)
1284,Pudim de Leite Condensado (Habib's),179,1 unidade (110g)
1285,Pastel de Queijo (Habib's),195,1 unidade (70g)
1286,Kibe Frito (Habib's),198,1 unidade (90g)
1287,Pastel de Belém (Habib's),146,1 unidade (50g)
1288,Pastel de Carne (Habib's),177,1 unidade (70g)
1289,Esfiha de Espinafre (Habib's),122,1 unidade (80g)
1290,Pizza de Quatro Queijos (Habib's),170,1 fatia (93g)
1291,Suco de Morango (Habib's),120,1 unidade (300ml)
1292,Esfiha Folhada de Chocolate com M&M''s (Habib's),295,1 unidade (65g)
1293,Pizza de Calabresa (Habib's),169,1 fatia (91g)
1294,Beirute (Habib's),714,1 unidade (415g)
1295,Esfirra Italianinha (Habib's),128,1 unidade (72g)
1296,Sunomono (Koni Store),67,100g
1297,Yakisoba de Carne (Koni Store),426,1 porção (400g)
1298,Temaki Filadélfia (Koni Store),214,1 unidade (140g)
1299,Temaki de Salmão sem Arroz (Koni Store),144,1 unidade (140g)
1300,Roll Filadelfia Steel (Koni Store),346,8 unidades (200g)
1301,Temaki Salmão Completo sem Arroz (Koni Store),162,1 unidade (140g)
1302,Temaki Salmão sem Arroz (Koni Store),144,1 unidade (140g)
1303,Harumaki de Camarão (Koni Store),110,100g
1304,Harumaki de Banana com Doce de Leite (Koni Store),182,1 porção (71g)
1305,Yakisoba de Camarão (Grande) (Koni Store),437,1 porção (400g)
1306,Poke Fresh Croc (Koni Store),599,1 unidade (350g)
1307,Koni Filadélfia (Koni Store),260,1 porção (140g)
1308,Koni Poke (Koni Store),283,1 koni (140g)
1309,Koni Hot Filadélfia (Koni Store),261,1 unidade (130g)
1310,Koni Tempurá de Camarão (Koni Store),277,1 unidad (130g)
1311,Roll Hot Filadélfia Steel (Koni Store),425,1 unidade (160g)
1312,Roll Haru Steel (Koni Store),362,8 unidades
1313,Koni Camarão (Koni Store),254,1 unidade (130g)
1314,Koni Salmão (Koni Store),186,1 koni (140g)
1315,Koni Salmão sem Arroz (Koni Store),144,1 porção (140g)
1316,Coxinha de Frango com Catupiry (Ofner),163,1/2 unidade  (40g)
1317,Rosca Branca (Ofner),153,1 porção (40g)
1318,Rosca De Coco (Ofner),168,1 porção (40g)
1319,Bombom (Ofner),143,3 unidades (25g)
1320,Cappuccino Tradicional (Ofner),83,1 porção (20g)
1321,Pão de Mel Tradicional (Ofner),85,1 unidade (25g)
1322,Cappuccino Tradicional Light (Ofner),57,1 porção (14g)
1323,Trança (Ofner),162,1 fatia (40g)
1324,Panettone com Gotas de Chocolate (Ofner),288,1 fatia (80g)
1325,Brigadeiro (Ofner),144,1 unidade
1326,Chocolate Ao Leite (Ofner),129,1 porção (25g)
1327,Chocolate 70% Cacau (Ofner),130,1/3 unidade (25g)
1328,Chocolate Ao Leite Zero Açúcar (Ofner),141,1 pedaço (25g)
1329,Stollen (Ofner),214,1 fatia (60g)
1330,Panettone Trufado (Ofner),296,1 fatia (80g)
1331,Panettone (Ofner),261,1 fatia (80g)
1332,Geléias Sortidas (Ofner),53,1 unidade (20g)
1333,Panettone Integrale (Ofner),259,1 fatia (80g)
1334,Minifilés (Popeyes),77,1 porção (34g)
1335,Batata Média (Popeyes),246,1 porção (131g)
1336,Louisiana Soul (Popeyes),661,1 sanduíche (312g)
1337,Pop Chicken (Popeyes),513,1 porção (177g)
1338,Filé Marinado Vibrante (Popeyes),200,1 porção (78g)
1339,Batata Cajun (Popeyes),210,1 porção (67g)
1340,The Sandwich (Popeyes),714,1 porção (264g)
1341,Pop Nola (Popeyes),716,100g
1342,Crispy Nola (Popeyes),823,1 porção (246g)
1343,Chicken BBC (Popeyes),507,1 lanche (277g)
1344,Molho Nola (Popeyes),267,1 porção (40g)
1345,Bacon Vibrante (Popeyes),510,1 lanche (238g)
1346,Double Cheddar (Popeyes),536,1 porção (268g)
1347,Pop Cheese & Mayo (Popeyes),521,1 porção (175g)
1348,Pão Australiano (Outback),122,1 pão (50g)
1349,Chopp (Outback),180,1 chopp (350g)
1350,Ribs on the Barbie (Outback),878,1 porção (500g)
1351,Caesar Salad (Outback),342,1 xícara (240g)
1352,Fritas (Outback),384,1 porção
1353,El Rancho Salad (Outback),357,1 porção
1354,Bloomin' Onion (Outback),326,1/6 cebola
1355,Legumes Ao Vapor (Outback),96,1 porção
1356,Junior Ribs (Outback),364,1 porção
1357,Kookaburra Wings (Outback),512,1/4 porção
1358,Jacked Potato (Outback),309,1 batata (350g)
1359,The Outback Burguer (Outback),1068,1 porção 
1360,Arroz Pilaf (Outback),260,1 porção (200g)
1361,Aussie Cheese Fries (Outback),327,1/6 batata
1362,Chocolate Thunder From Down Under (Outback),1554,1 porção (128g)
1363,The Outback Special (Outback),508,1 porção (325g)
1364,Chicken Caesar Salad (Outback),698,1 salada
1365,Alice Spring Chicken (Outback),784,1 porção (128g)
1366,Bolacha Maisena (Outback),119,6 unidades (30g)
1367,Outback Victoria's Filet (Outback),301,1 porção (230g)
1368,Breadstick (Olive Garden),140,1 pão (50g)
1369,Chicken Parmigiana (Olive Garden),660,1 prato (500g)
1370,Zuppa Toscana Soup (Olive Garden),220,1 porção
1371,Chicken & Gnocchi Soup (Olive Garden),230,1 porção
1372,Shrimp Alfredo (Olive Garden),1450,1 porção
1373,Frango Ao Molho de Espinafre (Petiskeira),581,1 porção (150g)
1374,Feijoada de Contrafilé (Petiskeira),1035,1 porção
1375,Italian Salad com Frango Grelhado (Petiskeira),508,1 porção
1376,Frango Ao Molho de Espinafre com Legumes (Petiskeira),742,1 porção
1377,Guacamole Salad com Frango Grelhado (Petiskeira),570,1 prato (300g)
1378,Penne Matriciana (Petiskeira),888,100g
1379,Truffle de Banana (Petiskeira),286,1 porção
1380,Camarão Mediterrâneo (Petiskeira),827,1 porção
1381,Club Chicken Salad (Petiskeira),449,1 porção
1382,Molho Ranch (Petiskeira),178,1 porção
1383,Frango à Milanesa Ao Molho de Espinafre (Petiskeira),1418,1 porção
1384,Isca de Peixe à Milanesa (Risotto Mix),514,1 porção (400g)
1385,Risotto de Carne Seca com Abóbora (Risotto Mix),570,1 prato (150g)
1386,Risoto Napolitano (Risotto Mix),489,1 porção (150g)
1387,Filet Mignon a Lá Parmeggiana (Risotto Mix),847,1 porção
1388,Risoto de Camarão com Rúcula (Risotto Mix),608,1 porção (150g)
1389,Risottinho de Carne Seca e Abóbora com Alcatra (Risotto Mix),818,1 porção
1390,Strogonoff de Frango (Risotto Mix),939,1 porção
1391,Calabresa Fininha Pizza (Grande) (Pizza Hut),187,1 fatia (79g)
1392,Pepperoni Pan Pizza (Grande) (Pizza Hut),256,1 fatia (76g)
1393,Pizza de Brigadeiro (Pizza Hut),198,1 fatia (68g)
1394,Supreme Borda Recheada (Grande) (Pizza Hut),267,1 fatia (112g)
1395,Calabresa Artezanale Pizza (Grande) (Pizza Hut),222,1 fatia  (93g)
1396,Bacon C/ Requeijão Pan Pizza (Grande) (Pizza Hut),324,1 fatia (122g)
1397,Corn & Bacon Pan Pizza (Média) (Pizza Hut),319,1 fatia (124g)
1398,Mussarela Pan Pizza (Grande) (Pizza Hut),261,1 fatia (100g)
1399,Frango C/ Requeijão Pan Pizza (Grande) (Pizza Hut),274,1 fatia (111g)
1400,Calabresa Pan Pizza (Média) (Pizza Hut),280,1 fatia (107g)
1401,Brasileira Pan Pizza (Grande) (Pizza Hut),268,1 fatia (111g)
1402,Portuguesa Pan Pizza (Grande) (Pizza Hut),246,1 fatia (103g)
1403,Breadsticks (Pizza Hut),140,1 stick (50g)
1404,Marguerita Pan Pizza (Grande) (Pizza Hut),259,1 fatia (115g)
1405,Pepperoni Pan Pizza (Média) (Pizza Hut),274,1 fatia (102g)
1406,Corn & Bacon Pan Pizza (Pequena) (Pizza Hut),224,1 fatia (92g)
1407,Supreme Pan Pizza (Grande) (Pizza Hut),304,1 fatia (127g)
1408,Mussarela Fininha Pizza (Pequena) (Pizza Hut),160,1 fatia (66g)
1409,Mussarela Borda Recheada Pizza (Grande) (Pizza Hut),234,1 fatia (93g)
1410,Brasileira Pan Pizza (PPP) (Pizza Hut),173,1 fatia (74g)
1411,Flatbread Italianinho (Quiznos),237,100g
1412,Salada Frango Ranch Barbecue (Quiznos),116,100g
1413,Flatbread Rosbife 4 Pimentas (Quiznos),316,100g
1414,Flatbread Frango Caesar (Quiznos),396,1 unidade
1415,Mini Pão de Queijo (Rei do Mate),36,1 unidade (13g)
1416,Pão de Batata com Requeijão (Rei do Mate),264,1 unidade (90g)
1417,Croissant de Frango com Requeijão (Rei do Mate),362,1 unidade (80g)
1418,Hamburgão (Rei do Mate),473,1 unidade (150g)
1419,Baguete Peito de Peru com Queijo (Rei do Mate),283,1 lanche (130g)
1420,Quiche de Frango (Rei do Mate),122,1 unidade (100g)
1421,Broa de Milho (Rei do Mate),238,1 unidade (100g)
1422,Pão de Batata Calabresa (Rei do Mate),384,1 unidade
1423,Pão de Batata com Catupiry (Rei do Mate),297,1 unidade
1424,Café Expresso com Leite (Grande) (Rei do Mate),83,1 porção (120ml)
1425,Empanada de Carne (Rei do Mate),184,1 empanada (100g)
1426,Baguete com Queijo Branco com Tomate e Orégano (Rei do Mate),276,1 porção (130g)
1427,Croissant de Quatro Queijos (Rei do Mate),361,1 unidade
1428,Croissant Misto (Rei do Mate),358,1 unidade
1429,Croissant Peito Peru C/Queijo Branco (Rei do Mate),357,1 unidade (40g)
1430,Super Empada de Frango com Requeijão (Rei do Mate),173,100g
1431,Mate com Limão (Rei do Mate),175,1 copo (500ml)
1432,Suco de Abacaxi (Rei do Mate),58,1 copo (300ml)
1433,Capuccino Gelado (Grande) (Rei do Mate),506,1 copo (500ml)
1434,Copão de Pão de Queijo (Rei do Mate),432,12 unidades
1435,Shimeji Na Manteiga (Sukiya),155,1 porção (65g)
1436,Tokyo Shoyu Lamen (Sukiya),775,1 prato fundo (687g)
1437,Curry Japonês M (Sukiya),1045,1 porção  (465g)
1438,Missoshiru (Sukiya),37,1 pote (200g)
1439,Kara-Ague Simples (Sukiya),431,4 pedaços (160g)
1440,Tchashu Lamen (Sukiya),841,1 prato fundo (744g)
1441,Curry Japonês G (Sukiya),1369,1 prato grande (635g)
1442,Gyu-Don Tradicional M (Sukiya),1106,1 porção (380g)
1443,Gyu-Don Negui-Tama P (Sukiya),858,1 prato pequeno (390g)
1444,Gyu-Sara G (Sukiya),323,1 porção (145g)
1445,Batata Frita Simples (Sukiya),427,1 porção (160g)
1446,Gyu-Don Queijo G (Sukiya),1663,1 porção (555g)
1447,Teriyaki Yakitori Don G (Sukiya),1599,1 porção (645g)
1448,Gyu-Don Queijo M (Sukiya),1295,1 porção (430g)
1449,Penne a Spedini (Spedini),973,1 prato (455g)
1450,Risoto Funghi (Spedini),626,1 porção (417g)
1451,Brigadeiro com Creme Crocante (Viena),191,1 unidade (50g)
1452,Cheesecake De Ovomaltine (Viena),378,100g
1453,Alface Americana (Ragazzo),7,1 porção (50g)
1454,Ovo de Galinha Cozido (Ragazzo),78,1 unidade (50g)
1455,Bolinho de Carne (Ragazzo),165,1 unidade (55g)
1456,Coxinha de Frango com Cremily (Ragazzo),169,1 unidade (60g)
1457,Pepino Japonês (Ragazzo),32,1 porção (30g)
1458,Pastel de Belém de Chocolate (Ragazzo),170,1 unidade (50g)
1459,Coxinha de Frango com Cremely (Ragazzo),154,1 unidade (60g)
1460,Canelone de Presunto e Mussarela (Ragazzo),572,1 porção (300g)
1461,Nhoque Recheado de Queijo (Ragazzo),428,1 unidade (260g)
1462,Taça Simples - 2 Bolas (Ragazzo),270,1 unidade (135g)
1463,Coxinha de Calabresa (Ragazzo),160,1 unidade (65g)
1464,Empada de Doce de Leite com Queijo Fresco (Ragazzo),188,1 unidade (60g)
1465,Coxinha de Quatro Queijos (Ragazzo),170,1 unidade  (65g)
1466,Empada de Camarão (Ragazzo),167,1 unidade (55g)
1467,Fogazza de Pizza (Ragazzo),283,1 unidade (85g)
1468,Berinjela Antepasto (Ragazzo),88,1 porção (30g)
1469,Coxinha de Carne Louca (Ragazzo),124,1 unidade (60g)
1470,Molho Rosé (Ragazzo),349,7 colheres de sopa (70g)
1471,Nhoque Ao Sugo (Ragazzo),151,1 porção (270g)
1472,Abobrinha Escabechi (Ragazzo),57,2 colheres de sopa (30g)
1473,Pão de Hambúrguer (The Fifties),208,1 unidade (70g)
1474,Legumes Cozidos na Manteiga (The Fifties),87,1 porção (130g)
1475,Suco de Morango (The Fifties),75,1 copo (350ml)
1476,Hambúrguer de Picanha (The Fifties),311,1 unidade (150g)
1477,Creme de Papaya (The Fifties),339,1 taça (306g)
1478,Filet Mignon (The Fifties),328,1 unidade (240g)
1479,Onion Rings (The Fifties),509,1 porção (180g)
1480,Maionese (The Fifties),94,1 colher de sopa (12g)
1481,Pic Burguer (The Fifties),848,1 porção (350g)
1482,Fritas Fifties (The Fifties),198,1/3 porção (85g)
1483,Salmon Salad (The Fifties),459,1 unidade (303g)
1484,Onion Burguer (The Fifties),615,1 unidade (310g)
1485,Veggie Burger (The Fifties),404,1 porção (285g)
1486,Brownie (The Fifties),775,1 taça (250g)
1487,Beirute Peito de Peru Defumado Fifties® (The Fifties),1049,1 unidade (403g)
1488,Salada Acompanhamento (The Fifties),254,1 porção (135g)
1489,Turkey Burger (The Fifties),253,1 unidade (350g)
1490,Pic Oceania (The Fifties),729,1 sanduíche (150 g de carne) (305g)
1491,Cheesalight (The Fifties),612,1 sanduiche (283g)
1492,Pic Americano (The Fifties),1017,1 unidade (400g)
1493,Batata Frita Pequena (Wendy's),243,1 porção (115g)
1494,Baconator (Wendy's),627,1 porção  (230g)
1495,Porção de Nachos (Taco Bell),137,1 porção (38g)
1496,Sour Cream (Taco Bell),82,1 unidade (34g)
1497,Burrito Supreme Beef (Taco Bell),408,1 unidade (224g)
1498,Cheese Quesadilla (Taco Bell),491,1 unidade (149g)
1499,Porção de Fritas (Taco Bell),370,1 porção (113g)
1500,Crunchy Taco Beef (Taco Bell),163,1 unidade  (83g)
1501,Burrito Supreme Frango (Taco Bell),410,1 unidade (224g)
1502,Cheesy Beef Burrito (Taco Bell),428,1 porção (191g)
1503,Burrito Supreme Bean (Taco Bell),403,1 porção (225g)
1504,Side Guacamole (Taco Bell),28,1 unidade (21g)
1505,Crunchy Taco Chicken (Taco Bell),152,1 taco (83g)
1506,Side Nacho Cheese (Taco Bell),63,1 side (28g)
1507,Crunchy Taco Supreme Chicken (Taco Bell),200,1 unidade (116g)
1508,Bowl Executivo Frango (Taco Bell),491,1 porção (350g)
1509,Crunchwrap Supreme Carne Moída (Taco Bell),695,1 porção  (295g)
1510,Crunchwrap Supreme Beef (Taco Bell),571,1 crunch wrap (258g)
1511,Chocodilla (Taco Bell),195,1 porção (49g)
1512,Cheesy Fries (Taco Bell),560,1 unidade (91g)
1513,Quesadilla de Frango (Taco Bell),545,1 porção (192g)
1514,Crunchy Taco Carne Moída (Taco Bell),208,1 porção (77g)
1515,Tilápia Grelhada (Vivenda do Camarão),135,1 porção (160g)
1516,Arroz com Brócolis (Vivenda do Camarão),200,4 colheres de sopa (200g)
1517,Camarão Frito (Vivenda do Camarão),371,1 prato (155g)
1518,Strogonoff de Camarão (Vivenda do Camarão),424,1 porção (230g)
1519,Batata Chips (Vivenda do Camarão),182,1 porção (30g)
1520,Batata Sautée (Vivenda do Camarão),143,1 porção (166g)
1521,Risoto de Camarão (Vivenda do Camarão),518,1 porção (440g)
1522,Moqueca de Camarão (Vivenda do Camarão),274,1 prato (230g)
1523,Camarão Empanado (Vivenda do Camarão),246,1 porção (216g)
1524,Bobó de Camarão (Vivenda do Camarão),195,1 porção (230g)
1525,Pirão de Peixe (Vivenda do Camarão),87,1 porção
1526,Camarão Ao Catupiry (Vivenda do Camarão),420,1 prato (230g)
1527,Salmão Grelhado (Vivenda do Camarão),361,1 porção (170g)
